Year,Month,City,Address,Prov,Country,Identifier,Area,UoM,Tenure,Latitude,Agent,Longitude
2019,JUL,Kamloops,2250 Trans Canada Hwy.,BC,CA,B0092663,1044,SQ-M,Owned,50.6664439,McDen,-120.4141152
2019,JUL,Kamloops,235 1st Ave.,BC,CA,B0067526,145.1,SQ-M,Leased,50.67622,McDen,-120.338958
2019,JUL,Kamloops,301 Victoria St.,BC,CA,B0092398,277.77,SQ-M,Leased,50.679112,McDen,-120.349722
2019,JUL,Kamloops,441 Columbia St.,BC,CA,B0092621,4160.66,SQ-M,Leased,50.66863889,McDen,-120.3315278
2019,JUL,Kamloops,447 Columbia St.,BC,CA,B0092418,3030.03,SQ-M,Leased,50.66844444,McDen,-120.3303056
2019,JUL,Kamloops,450 Lansdowne St.,BC,CA,B1002401,604.8,SQ-M,Leased,50.677185,McDen,-120.326734
2019,JUL,Kamloops,455 Columbia St.,BC,CA,B0072769,11707.45,SQ-M,Owned,50.67047222,McDen,-120.3306667
2019,JUL,Kamloops,455 Columbia St.,BC,CA,N0001218,2.5633,HA,Owned,,McDen,
2019,JUL,Kamloops,455 Columbia St.,BC,CA,N0092512,1.6439,HA,Owned,,McDen,
2019,JUL,Kamloops,478 St. Paul St.,BC,CA,B0067026,756.8,SQ-M,Leased,50.674214,McDen,-120.330053
2019,JUL,Kamloops,515 Columbia St.,BC,CA,B0029769,1192.7,SQ-M,Owned,50.67091667,McDen,-120.3295556
2019,JUL,Kamloops,519 Columbia St.,BC,CA,B0077479,2388.3,SQ-M,Owned,50.6695,McDen,-120.3296111
2019,JUL,Kamloops,519 Columbia St.,BC,CA,N0001221,0.6195,HA,Owned,,McDen,
2019,JUL,Kamloops,519 Columbia St.,BC,CA,N0090010,0.0647,HA,Owned,,McDen,
2019,JUL,Kamloops,519a Columbia St.,BC,CA,B0067393,235.2,SQ-M,Owned,50.66991667,McDen,-120.3294722
2019,JUL,Kamloops,519b Columbia St.,BC,CA,B0077919,345.6,SQ-M,Owned,50.669028,McDen,-120.330398
2019,JUL,Kamloops,521 Columbia St.,BC,CA,B0091685,29.76,SQ-M,Owned,50.67008333,McDen,-120.3298528
2019,JUL,Kamloops,523 Columbia St.,BC,CA,B0029777,2056.8,SQ-M,Owned,50.6705,McDen,-120.3293056
2019,JUL,Kamloops,523 Columbia St.,BC,CA,N0001213,1.5811,HA,Owned,,McDen,
2019,JUL,Kamloops,527 Columbia St.,BC,CA,B0029785,1309.8,SQ-M,Owned,50.67086111,McDen,-120.3288056
2019,JUL,Kamloops,561 Columbia St.,BC,CA,B0029637,864.14,SQ-M,Owned,50.67041111,McDen,-120.3280833
2019,JUL,Kamloops,561 Columbia St.,BC,CA,B0029652,1525.4,SQ-M,Owned,50.67101111,McDen,-120.3278222
2019,JUL,Kamloops,561 Columbia St.,BC,CA,B0045815,723.5,SQ-M,Owned,50.66984444,McDen,-120.3280889
2019,JUL,Kamloops,561 Columbia St.,BC,CA,B0049296,10.5,SQ-M,Owned,50.67133987,McDen,-120.327791
2019,JUL,Kamloops,561 Columbia St.,BC,CA,B0070482,98.1,SQ-M,Owned,50.67133987,McDen,-120.327791
2019,JUL,Kamloops,561 Columbia St.,BC,CA,B0091686,29.76,SQ-M,Owned,50.67049167,McDen,-120.3282444
2019,JUL,Kamloops,561 Columbia St.,BC,CA,N0001212,5.8398,HA,Owned,,McDen,
2019,JUL,Kamloops,561 Columbia St.,BC,CA,N0001220,1.8826,HA,Owned,,McDen,
2019,JUL,Kamloops,619 Victoria St.,BC,CA,B0091788,658.84,SQ-M,Leased,50.675826,McDen,-120.324798
2019,JUL,Kamloops,631 Seymour St.,BC,CA,B0067391,483.1,SQ-M,Leased,50.674788,McDen,-120.32609
2019,JUL,Kamloops,726 Sydney Ave.,BC,CA,B0067432,492.5,SQ-M,Leased,50.697802,McDen,-120.360205
2019,JUL,Kamloops,750 6th Ave.,BC,CA,N2000540,0.1668,HA,Owned,,McDen,
2019,JUL,Kamloops,820 6th Ave.,BC,CA,B0029645,395.02,SQ-M,Owned,50.67004722,McDen,-120.3274528
2019,JUL,Kamloops,905 Southill St.,BC,CA,B0046292,1615,SQ-M,Owned,50.70236111,McDen,-120.3971944
2019,JUL,Kamloops,905 Southill St.,BC,CA,N0001403,0.607,HA,Leased,,McDen,
2019,JUL,Kamloops,970 Camosun Cres.,BC,CA,B0090921,390.18,SQ-M,Leased,50.66594444,McDen,-120.3668889
2019,JUL,Kamloops,Glenfair Dr.,BC,CA,N0001836,0.5665,HA,Owned,,McDen,
2019,JUL,Kaslo,413-4th St.,BC,CA,B1002694,23.23,SQ-M,Leased,49.910586,McDen,-116.904945
2019,JUL,Kelowna,1060 Manhattan Dr.,BC,CA,B1002356,559.93,SQ-M,Leased,49.897056,McDen,-119.496205
2019,JUL,Kelowna,125 Park Rd.,BC,CA,B0067414,260.1,SQ-M,Leased,49.88866667,McDen,-119.3883611
2019,JUL,Kelowna,1340 Ellis St.,BC,CA,B0078198,3618.6,SQ-M,Owned,49.89058333,McDen,-119.49425
2019,JUL,Kelowna,1340 Ellis St.,BC,CA,N0001809,0.8417,HA,Owned,,McDen,
2019,JUL,Kelowna,1345 St. Paul St.,BC,CA,B0090130,510.97,SQ-M,Leased,49.890484,McDen,-119.491799
2019,JUL,Kelowna,1355 Water St.,BC,CA,B0078239,7979.26,SQ-M,Owned,49.89044444,McDen,-119.4960278
2019,JUL,Kelowna,1355 Water St.,BC,CA,N0001826,0.877,HA,Owned,,McDen,
2019,JUL,Kelowna,1358 St. Paul St.,BC,CA,B0092298,585.28,SQ-M,Leased,49.890123,McDen,-119.492041
2019,JUL,Kelowna,1420 St. Paul St.,BC,CA,B0091778,233.1,SQ-M,Leased,49.888444,Benjamin,-119.492025
2019,JUL,Kelowna,1475 Ellis St.,BC,CA,B0067415,209,SQ-M,Leased,49.886434,Benjamin,-119.493469
2019,JUL,Kelowna,1500 Hardy Pl.,BC,CA,B1002238,413.42,SQ-M,Leased,49.8857707,Benjamin,-119.4476162
2019,JUL,Kelowna,1517 Water St.,BC,CA,B0092033,309.55,SQ-M,Leased,49.885491,Benjamin,-119.49658
2019,JUL,Kelowna,1640 Dilworth Rd.,BC,CA,B0092016,931.17,SQ-M,Leased,49.8848557,Benjamin,-119.4378393
2019,JUL,Kelowna,1664 Richter St.,BC,CA,B0067046,291.72,SQ-M,Leased,49.884243,Benjamin,-119.488582
2019,JUL,Kelowna,1690 Powick Rd.,BC,CA,B0092137,2113.2,SQ-M,Leased,49.89016667,Benjamin,-119.4238056
2019,JUL,Kelowna,1726 Dolphin Ave.,BC,CA,B0067420,351.25,SQ-M,Leased,49.87963889,Benjamin,-119.45875
2019,JUL,Kelowna,245 Lougheed Rd.,BC,CA,N2000578,0.0037,HA,Leased,,Benjamin,
2019,JUL,Kelowna,455 Leon Ave.,BC,CA,B0092417,274.52,SQ-M,Leased,49.884503,Benjamin,-119.494196
2019,JUL,Kelowna,460 Doyle Ave.,BC,CA,B1002624,1742.21,SQ-M,Owned,49.889099,Benjamin,-119.494033
2019,JUL,Kelowna,478 Bernard Ave.,BC,CA,B0092547,763.9,SQ-M,Leased,49.886444,Benjamin,-119.493556
2019,JUL,Kelowna,565 Bernard Ave.,BC,CA,B0091852,439.8,SQ-M,Leased,49.886173,Benjamin,-119.491423
2019,JUL,Keremeos,900 Sparks Dr.,BC,CA,B1002574,14.31,SQ-M,Leased,49.211094,Benjamin,-119.818451
2019,JUL,Kimberley,77 Deer Park Ave.,BC,CA,B1002734,23.23,SQ-M,Leased,,Benjamin,
2019,JUL,Kitimat,564 Mountain View Sq.,BC,CA,B0091619,179.1,SQ-M,Leased,54.050535,Benjamin,-128.648914
2019,JUL,Kitimat,795 S. Lahakas Blvd.,BC,CA,B0067972,405.8,SQ-M,Leased,54.053787,Benjamin,-128.655846
2019,JUL,Langford,1145 Goldstream Ave. ,BC,CA,N2000519,0.1,HA,Owned,,Benjamin,
2019,JUL,Langford,490 Atkins Avenue ,BC,CA,N2000520,5.89,HA,Owned,,Benjamin,
2019,JUL,Langford,940 Goldstream Ave.,BC,CA,B0067653,1021.9,SQ-M,Leased,48.449346,Benjamin,-123.509013
2019,JUL,Langley,20159 88th Ave.,BC,CA,B0092722,639.92,SQ-M,Leased,49.1657602,Benjamin,-122.6632011
2019,JUL,Langley,20434 64th. Ave.,BC,CA,B0092456,1201.61,SQ-M,Leased,49.118826,Benjamin,-122.65995
2019,JUL,Langley,20486 64th Ave.,BC,CA,B1002451,319.03,SQ-M,Leased,49.118798,Benjamin,-122.654673
2019,JUL,Langley,5714 Glover Rd.,BC,CA,B0067931,524.88,SQ-M,Leased,49.106416,Benjamin,-122.652771
2019,JUL,Langley,5753 Glover Rd.,BC,CA,B0067900,696.75,SQ-M,Leased,49.108202,Benjamin,-122.650646
2019,JUL,Langley,5755 Glover Rd.,BC,CA,B0068112,390.2,SQ-M,Leased,49.108284,Benjamin,-122.65054
2019,JUL,Langley,9440 202nd St.,BC,CA,B0092699,1105.63,SQ-M,Leased,49.173888,Benjamin,-122.664704
2019,JUL,Lardeau,Duncan St.,BC,CA,B0087197,89.2,SQ-M,Owned,50.145925,Benjamin,-116.9527889
2019,JUL,Lardeau,Duncan St.,BC,CA,N0001605,0.0766,HA,Owned,,Benjamin,
2019,JUL,Lillooet,514 Main St.,BC,CA,B0067370,359,SQ-M,Leased,50.694904,Benjamin,-121.931379
2019,JUL,Lillooet,615 Main St.,BC,CA,B0092056,129,SQ-M,Leased,50.69397222,Benjamin,-121.9336667
2019,JUL,Lillooet,615 Main St.,BC,CA,N0092288,0.12,HA,Leased,,Benjamin,
2019,JUL,Lillooet,639 Main St.,BC,CA,B0067568,193.2,SQ-M,Leased,50.69347222,Benjamin,-121.9348889
2019,JUL,Lumby,2114 Shuswap Ave.,BC,CA,B0067408,29.73,SQ-M,Leased,50.248581,Benjamin,-118.966017
2019,JUL,Lumby,2135 Norris Ave.,BC,CA,B0026914,334.6,SQ-M,Owned,50.24925,Benjamin,-118.9618333
2019,JUL,Lumby,2135 Norris Ave.,BC,CA,B0078197,156,SQ-M,Owned,50.24913889,Benjamin,-118.9616111
2019,JUL,Lumby,2135 Norris Ave.,BC,CA,N0001808,0.2364,HA,Owned,,Benjamin,
2019,JUL,Mackenzie,1 Cicada Rd.,BC,CA,B0067242,1305.7,SQ-M,Leased,55.32297222,Benjamin,-123.0928611
2019,JUL,Mackenzie,1 Cicada Rd.,BC,CA,B0078087,98.1,SQ-M,Leased,55.32327778,Benjamin,-123.0918889
2019,JUL,Mackenzie,1 Cicada Rd.,BC,CA,B0078088,26,SQ-M,Leased,55.32208333,Benjamin,-123.0918611
2019,JUL,Mackenzie,1 Cicada Rd.,BC,CA,B1002620,133.8,SQ-M,Owned,55.322658,Benjamin,-123.091963
2019,JUL,Mackenzie,540 Mackenzie Blvd.,BC,CA,B0060608,280.6,SQ-M,Leased,55.341083,Benjamin,-123.094565
2019,JUL,Mackenzie,64 Centennial Dr.,BC,CA,B0067020,241.5,SQ-M,Leased,55.33827,Benjamin,-123.098251
2019,JUL,Maple Ridge,11841 222nd St.,BC,CA,B0068240,0.83,SQ-M,Leased,49.217815,Benjamin,-122.607028
2019,JUL,Maple Ridge,11996 Edge St.,BC,CA,B0067083,497.21,SQ-M,Leased,49.220351,Benjamin,-122.597689
2019,JUL,Maple Ridge,13777 256th St.,BC,CA,B0077895,18367.9,SQ-M,Owned,49.25469167,Benjamin,-122.5128833
2019,JUL,Maple Ridge,13777 256th St.,BC,CA,B0078451,82.1,SQ-M,Owned,49.25536251,Benjamin,-122.5121713
2019,JUL,Maple Ridge,13777 256th St.,BC,CA,B0078455,22.2,SQ-M,Owned,49.25536251,Benjamin,-122.5121713
2019,JUL,Maple Ridge,13777 256th St.,BC,CA,B0092049,936.85,SQ-M,Owned,49.25536251,Benjamin,-122.5121713
2019,JUL,Maple Ridge,13777 256th St.,BC,CA,B0092662,1044,SQ-M,Owned,49.2535313,Benjamin,-122.5141078
2019,JUL,Maple Ridge,13777 256th St.,BC,CA,B1002240,905,SQ-M,Owned,49.25564262,Benjamin,-122.5123
2019,JUL,Maple Ridge,13777 256th St.,BC,CA,B1002330,1420,SQ-M,Owned,49.25536251,Benjamin,-122.5121713
2019,JUL,Maple Ridge,13777 256th St.,BC,CA,B1002730,330,SQ-M,Owned,,Benjamin,
2019,JUL,Maple Ridge,13777 256th St.,BC,CA,N0001686,17.9,HA,Owned,,Benjamin,
2019,JUL,Maple Ridge,22323 119th Ave.,BC,CA,B0090123,696.7,SQ-M,Leased,49.218563,Benjamin,-122.60406
2019,JUL,Maple Ridge,22356 Mcintosh Ave.,BC,CA,B0091890,104.4,SQ-M,Leased,49.219345,Benjamin,-122.60296
2019,JUL,Maple Ridge,22420 Dewdney Trunk Rd.,BC,CA,B0067774,371.06,SQ-M,Leased,49.220264,Benjamin,-122.600387
2019,JUL,Maple Ridge,22470 Dewdney Trunk Rd.,BC,CA,B0091884,925.21,SQ-M,Leased,49.220409,Benjamin,-122.599222
2019,JUL,Maple Ridge,22522 Lougheed Hwy.,BC,CA,B0067471,504.3,SQ-M,Leased,49.217072,Benjamin,-122.598307
2019,JUL,Maple Ridge,24800 Alouette Rd.,BC,CA,B0023184,680.87,SQ-M,Owned,49.24836293,Benjamin,-122.5295895
2019,JUL,Maple Ridge,24800 Alouette Rd.,BC,CA,B0023192,680.67,SQ-M,Owned,49.24876563,Benjamin,-122.5295305
2019,JUL,Maple Ridge,24800 Alouette Rd.,BC,CA,B0023200,998.5,SQ-M,Owned,49.24863256,Benjamin,-122.5290209
2019,JUL,Maple Ridge,24800 Alouette Rd.,BC,CA,B0023218,967.96,SQ-M,Owned,49.24787618,Benjamin,-122.5293267
2019,JUL,Maple Ridge,24800 Alouette Rd.,BC,CA,B0023226,939.14,SQ-M,Owned,49.2473579,Benjamin,-122.5298524
2019,JUL,Maple Ridge,24800 Alouette Rd.,BC,CA,B0071613,1769.6,SQ-M,Owned,49.24800224,Benjamin,-122.5303137
2019,JUL,Maple Ridge,24800 Alouette Rd.,BC,CA,B0092133,115.9,SQ-M,Owned,49.24739992,Benjamin,-122.5289726
2019,JUL,Maple Ridge,24800 Alouette Rd.,BC,CA,B0092660,411,SQ-M,Owned,49.24751899,Benjamin,-122.5311291
2019,JUL,Maple Ridge,24800 Alouette Rd.,BC,CA,B0092661,411,SQ-M,Owned,49.24727386,Benjamin,-122.530818
2019,JUL,Maple Ridge,24800 Alouette Rd.,BC,CA,B1002381,8153,SQ-M,Owned,49.24739992,Benjamin,-122.5289726
2019,JUL,Maple Ridge,24800 Alouette Road,BC,CA,N0001152,18.9,HA,Owned,,Benjamin,
2019,JUL,Maple Ridge,248th. St.,BC,CA,N0092127,2.36,HA,Owned,,Benjamin,
2019,JUL,Maple Ridge,N.248th St.,BC,CA,N0092005,4,HA,Owned,,Benjamin,
2019,JUL,Masset,1666 Orr St.,BC,CA,B0078526,737.7,SQ-M,Owned,54.01280556,Benjamin,-132.1468056
2019,JUL,Masset,1666 Orr St.,BC,CA,N0001779,0.202,HA,Owned,,Benjamin,
2019,JUL,Mcbride,Robson Ctr,BC,CA,B0061945,548,SQ-M,Leased,53.30394722,Benjamin,-120.1639389
2019,JUL,Merritt,2090 Coutlee Ave.,BC,CA,B0050229,102,SQ-M,Leased,50.108885,Benjamin,-120.787527
2019,JUL,Merritt,2172 Coutlee Ave.,BC,CA,B0091637,13.32,SQ-M,Leased,50.108467,Benjamin,-120.785956
2019,JUL,Merritt,2180 Coutlee Ave.,BC,CA,B0092596,426.1,SQ-M,Leased,50.108427,Benjamin,-120.785803
2019,JUL,Merritt,2194 Coutlee Ave,BC,CA,B0092597,371.98,SQ-M,Leased,50.108355,Benjamin,-120.785535
2019,JUL,Merritt,2196 Quilchena St.,BC,CA,B0092367,274,SQ-M,Leased,50.10900556,Benjamin,-120.7854139
2019,JUL,Merritt,Hwy 5a & Airport Rd,BC,CA,N0001815,1,HA,Owned,,Benjamin,
2019,JUL,Merritt,Hwy 5a Airport Rd.,BC,CA,N0092253,0.474,HA,Owned,,Benjamin,
2019,JUL,Merritt,Hwy. 5a & Airport Rd.,BC,CA,B0078234,25.5,SQ-M,Owned,50.12535556,Benjamin,-120.7469722
2019,JUL,Merritt,Hwy. 5a & Airport Rd.,BC,CA,B0078235,135.8,SQ-M,Owned,50.12531389,Benjamin,-120.7472278
2019,JUL,Merritt,Hwy. 5a & Airport Rd.,BC,CA,B0078236,1842.3,SQ-M,Owned,50.12558333,Benjamin,-120.7480083
2019,JUL,Merritt,Hwy. 5a & Airport Rd.,BC,CA,B0078265,10,SQ-M,Owned,50.12593333,Benjamin,-120.7476694
2019,JUL,Merritt,Hwy. 5a & Airport Rd.,BC,CA,N0092151,0.956,HA,Owned,,Benjamin,
2019,JUL,Merritt,S.E. Hwys 5 & 97c Exit 286,BC,CA,B0092364,278.7,SQ-M,Owned,50.08813889,Benjamin,-120.7463056
2019,JUL,Merritt,S.E. Hwys 5 & 97c Exit 286,BC,CA,B1002367,30,SQ-M,Owned,50.087715,Benjamin,-120.746704
2019,JUL,Merritt,S.E. Hwys 5 & 97c Exit 286,BC,CA,B1002368,10,SQ-M,Owned,50.088093,Benjamin,-120.745636
2019,JUL,Mission,33276 2nd Ave.,BC,CA,B0090207,559.6,SQ-M,Leased,49.135404,Benjamin,-122.302815
2019,JUL,Mission,7364 Horne St.,BC,CA,B0068146,954.23,SQ-M,Leased,49.135592,Benjamin,-122.302276
2019,JUL,Mississauga, Suite 506 - 55 City Centre Drive,ON,CA,B1002517,117.89,SQ-M,Leased,43.594771,Benjamin,-79.638915
2019,JUL,Nakusp,109 West 6th Ave.,BC,CA,B0087502,181.1,SQ-M,Owned,50.24072778,Benjamin,-117.8046222
2019,JUL,Nakusp,109 West 6th Ave.,BC,CA,B0087510,172.4,SQ-M,Owned,50.24051389,Benjamin,-117.8040417
2019,JUL,Nakusp,109 West 6th Ave.,BC,CA,B0087528,89.2,SQ-M,Owned,50.2404,Benjamin,-117.8042611
2019,JUL,Nakusp,109 West 6th Ave.,BC,CA,B0087544,5.9,SQ-M,Owned,50.24089444,Benjamin,-117.8037972
2019,JUL,Nakusp,109 West 6th Ave.,BC,CA,B0087551,8.9,SQ-M,Owned,50.24050556,Benjamin,-117.8042694
2019,JUL,Nakusp,109 West 6th Ave.,BC,CA,N0001510,0.4806,HA,Owned,,Benjamin,
2019,JUL,Nakusp,204 6th Ave.,BC,CA,B0092357,319.7,SQ-M,Leased,50.24157222,Benjamin,-117.8052194
2019,JUL,Nakusp,415 Broadways St.,BC,CA,B0092432,197.4,SQ-M,Leased,50.2390973,Benjamin,-117.8036762
2019,JUL,Nanaimo,125 Wallace St,BC,CA,B0092714,1087.99,SQ-M,Leased,49.16802778,Benjamin,-123.9420556
2019,JUL,Nanaimo,1665 Grant Ave.,BC,CA,B0048553,3143.4,SQ-M,Owned,49.18625,Benjamin,-123.9668611
2019,JUL,Nanaimo,1665 Grant Ave.,BC,CA,N0001402,1.0117,HA,Leased,,Benjamin,
2019,JUL,Nanaimo,17 Church St.,BC,CA,B0052860,1387.13,SQ-M,Leased,49.167143,Benjamin,-123.937009
2019,JUL,Nanaimo,190 Wallace St.,BC,CA,B0051888,776.22,SQ-M,Leased,49.167362,Benjamin,-123.941498
2019,JUL,Nanaimo,1925 Bowen Rd.,BC,CA,B0064204,746.94,SQ-M,Leased,49.184542,Benjamin,-123.983334
2019,JUL,Nanaimo,2080 Labieux Rd.,BC,CA,B0090095,5169.4,SQ-M,Leased,49.20074444,Benjamin,-123.9939222
2019,JUL,Nanaimo,2100 Labieux Rd.,BC,CA,B0078419,4276.7,SQ-M,Owned,49.20158611,Benjamin,-123.995825
2019,JUL,Nanaimo,2100 Labieux Rd.,BC,CA,B0078420,911.6,SQ-M,Owned,49.20175556,Benjamin,-123.9951917
2019,JUL,Nanaimo,2100 Labieux Rd.,BC,CA,N0001881,1.4487,HA,Owned,,Benjamin,
2019,JUL,Nanaimo,2100 Labieux Rd.,BC,CA,N2000449,0.17,HA,Owned,,Benjamin,
2019,JUL,Nanaimo,3151 Barons Rd.,BC,CA,B0067180,475.5,SQ-M,Leased,49.20836111,Benjamin,-124.0022778
2019,JUL,Nanaimo,35 Front St.,BC,CA,B0014902,3332.2,SQ-M,Owned,49.16891667,Benjamin,-123.9379722
2019,JUL,Nanaimo,35 Front St.,BC,CA,N0001083,0.3957,HA,Owned,,Benjamin,
2019,JUL,Nanaimo,3945 Biggs Rd,BC,CA,B1002673,13,SQ-M,Owned,49.208417,Benjamin,-124.05168
2019,JUL,Nanaimo,3945 Biggs Rd,BC,CA,B1002674,8.1,SQ-M,Owned,49.208056,Benjamin,-124.051873
2019,JUL,Nanaimo,3945 Biggs Rd ,BC,CA,B1002672,7.8,SQ-M,Owned,49.208382,Benjamin,-124.04891
2019,JUL,Nanaimo,3945 Biggs Rd ,BC,CA,B1002675,11.5,SQ-M,Owned,49.208137,Benjamin,-124.053653
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0013714,5301,SQ-M,Owned,49.20763889,Benjamin,-124.0489722
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0013730,53.5,SQ-M,Owned,49.20694388,Benjamin,-124.0510511
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0013748,768.86,SQ-M,Owned,49.20805556,Benjamin,-124.0481389
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0013755,265.33,SQ-M,Owned,49.20874878,Benjamin,-124.0482026
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0013763,209.96,SQ-M,Owned,49.20847542,Mukesh,-124.0491682
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0013771,209.96,SQ-M,Owned,49.20855953,Mukesh,-124.0489697
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0013789,209.96,SQ-M,Owned,49.2086857,Mukesh,-124.0486747
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0013797,135.17,SQ-M,Owned,49.20680556,Mukesh,-124.0503056
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0013805,601.5,SQ-M,Owned,49.20697222,Mukesh,-124.0509361
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0013813,347.64,SQ-M,Owned,49.20736111,Mukesh,-124.0485556
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0044099,1168.4,SQ-M,Owned,49.20697222,Mukesh,-124.04975
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0046078,44.5,SQ-M,Owned,49.20793921,Mukesh,-124.0499783
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0046516,17.09,SQ-M,Owned,49.20755556,Mukesh,-124.0478056
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0047373,92.2,SQ-M,Owned,49.20793921,Mukesh,-124.0499783
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0077829,223,SQ-M,Owned,49.20851572,Mukesh,-124.0481088
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0077842,144.9,SQ-M,Owned,49.20793921,Mukesh,-124.0499783
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0078203,272.1,SQ-M,Owned,49.20816667,Mukesh,-124.0519722
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0078302,141,SQ-M,Owned,49.20793921,Mukesh,-124.0499783
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0078589,201.6,SQ-M,Owned,49.20793921,Mukesh,-124.0499783
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0078590,133.8,SQ-M,Owned,49.20837379,Mukesh,-124.0488142
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B0092620,139.4,SQ-M,Owned,49.20793921,Mukesh,-124.0499783
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002379,62.43,SQ-M,Owned,49.20793921,Mukesh,-124.0499783
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002591,124.9,SQ-M,Owned,49.209693,Mukesh,-124.048465
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002592,44.6,SQ-M,Owned,49.209503,Mukesh,-124.047258
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002593,65,SQ-M,Owned,49.209352,Mukesh,-124.048287
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002594,71.3,SQ-M,Owned,49.209503,Mukesh,-124.047258
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002595,26.8,SQ-M,Owned,49.209459,Mukesh,-124.047986
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002596,28.2,SQ-M,Owned,49.208164,Mukesh,-124.04774
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002597,135.4,SQ-M,Owned,49.209161,Mukesh,-124.046021
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002598,135.4,SQ-M,Owned,49.209503,Mukesh,-124.047258
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002599,82.5,SQ-M,Owned,49.209083,Mukesh,-124.046118
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002600,16.7,SQ-M,Owned,49.207841,Mukesh,-124.05079
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002601,331.7,SQ-M,Owned,49.20865,Mukesh,-124.051569
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002602,273.1,SQ-M,Owned,49.208575,Mukesh,-124.051346
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002603,234.1,SQ-M,Owned,49.208573,Mukesh,-124.051091
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002604,17.4,SQ-M,Owned,49.209503,Mukesh,-124.047258
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002605,22.1,SQ-M,Owned,49.206975,Mukesh,-124.049995
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,B1002610,60.3,SQ-M,Owned,49.207221,Mukesh,-124.04955
2019,JUL,Nanaimo,3945 Biggs Rd.,BC,CA,N0001063,47.364,HA,Owned,,Mukesh,
2019,JUL,Nanaimo,3960 Biggs Rd.,BC,CA,N0001673,33.993,HA,Leased,,Mukesh,
2019,JUL,Nanaimo,460 Selby St.,BC,CA,B0067819,498.9,SQ-M,Leased,49.161971,Mukesh,-123.939713
2019,JUL,Nanaimo,488 Albert St.,BC,CA,B0067804,2313.97,SQ-M,Leased,49.16197222,Mukesh,-123.9392222
2019,JUL,Nanaimo,495 Dunsmuir St.,BC,CA,B0066720,425.45,SQ-M,Leased,49.162819,Mukesh,-123.937738
2019,JUL,Nanaimo,6475 Metral Dr.,BC,CA,B0067194,1192.93,SQ-M,Leased,49.23363889,Mukesh,-124.0466944
2019,JUL,Nanaimo,65 Front St.,BC,CA,B0092473,714.12,SQ-M,Leased,49.168419,Mukesh,-123.93678
2019,JUL,Nanaimo,6531 Metral Drive ,BC,CA,B1002400,712.84,SQ-M,Leased,49.233684,Mukesh,-124.048364
2019,JUL,Nanaimo,6551 Aulds Rd.,BC,CA,B0090271,967.97,SQ-M,Leased,49.234322,Mukesh,-124.048491
2019,JUL,Nazko,9594 Nazko Rd.,BC,CA,B0031518,147.72,SQ-M,Owned,52.93288333,Mukesh,-123.5674333
2019,JUL,Nazko,9594 Nazko Rd.,BC,CA,B0043992,7.43,SQ-M,Owned,52.9973029,Mukesh,-123.6250661
2019,JUL,Nazko,9594 Nazko Rd.,BC,CA,B0044008,7.43,SQ-M,Owned,52.9973029,Mukesh,-123.6250661
